Curso,Unidade Curricular,Turno,Turma,Inscritos no turno,Dia da semana,Hora inÃ­cio da aula,Hora fim da aula,Data da aula,Sala atribuÃ­da Ã  aula,LotaÃ§Ã£o da sala
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705PL08,"ET-A9, ET-A8, ET-A7",21,Qua,13:00:00,14:30:00,19/10/2022,C7.10,80
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705PL08,"ET-A9, ET-A8, ET-A7",21,Qua,13:00:00,14:30:00,12/10/2022,C7.10,80
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705PL08,"ET-A9, ET-A8, ET-A7",21,Qua,13:00:00,14:30:00,28/09/2022,C7.10,80
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705PL08,"ET-A9, ET-A8, ET-A7",21,Qua,13:00:00,14:30:00,21/09/2022,C7.10,80
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705PL08,"ET-A9, ET-A8, ET-A7",21,Qua,13:00:00,14:30:00,14/09/2022,,
CT,CompetÃªncias para o Mercado de Trabalho,02256TP02,CI-CT-02,31,Seg,09:30:00,12:30:00,05/12/2022,"2,00E+03",50
CT,CompetÃªncias para o Mercado de Trabalho,02256TP02,CI-CT-02,31,Seg,09:30:00,12:30:00,28/11/2022,"2,00E+03",50
CT,CompetÃªncias para o Mercado de Trabalho,02256TP02,CI-CT-02,31,Seg,09:30:00,12:30:00,21/11/2022,"2,00E+03",50
CT,CompetÃªncias para o Mercado de Trabalho,02256TP02,CI-CT-02,31,Seg,09:30:00,12:30:00,14/11/2022,,
CT,CompetÃªncias para o Mercado de Trabalho,02256TP02,CI-CT-02,31,Seg,09:30:00,12:30:00,07/11/2022,"2,00E+03",50
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,16/12/2022,C5.05,30
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,09/12/2022,C5.05,30
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,02/12/2022,C5.05,30
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,25/11/2022,C5.05,30
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,18/11/2022,C5.05,30
"CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Pensamento CrÃ­tico,00677TP07,"CDA2PL, CI-CT-05, CT-CDA2-PL",22,Sex,20:00:00,22:00:00,11/11/2022,C5.05,30
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,09/12/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,02/12/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,25/11/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,18/11/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,11/11/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,04/11/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,28/10/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,21/10/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,14/10/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,07/10/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,30/09/2022,D1.01,35
MIA,GestÃ£o Urbana (2020),03840TP02,"ARQ-E4, ARQ-E3",23,Sex,08:00:00,09:30:00,23/09/2022,D1.01,35
"CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Trabalho em Equipa,00683TP09,"CT-S-06, LTDIA-A1",0,Ter,14:00:00,16:00:00,11/10/2022,,
"CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Trabalho em Equipa,00683TP09,"CT-S-06, LTDIA-A1",0,Ter,14:00:00,16:00:00,27/09/2022,,
"CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Trabalho em Equipa,00683TP09,"CT-S-06, LTDIA-A1",0,Ter,14:00:00,17:00:00,04/10/2022,,
"CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG",Trabalho em Equipa,00683TP09,"CT-S-06, LTDIA-A1",0,Ter,14:00:00,17:00:00,20/09/2022,,
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,14/12/2022,,
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,07/12/2022,,
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,30/11/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,23/11/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,16/11/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,09/11/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,02/11/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,26/10/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,19/10/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,12/10/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,28/09/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,21/09/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qua,11:00:00,12:30:00,14/09/2022,C3.01,54
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,24/11/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,17/11/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,10/11/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,03/11/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,27/10/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,20/10/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,13/10/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,06/10/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,29/09/2022,"1,00E+08",50
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,22/09/2022,C4.08,58
LG,Macroeconomia,L0236PL09,GiB2,29,Qui,11:00:00,12:30:00,15/09/2022,C4.08,58
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,24/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,17/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,10/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,03/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,27/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,20/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,13/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,06/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Qui,11:00:00,13:00:00,29/09/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,29/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,22/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,15/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,08/11/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,25/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,18/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,11/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,04/10/2022,AA3.30,24
CT,PortuguÃªs Como LÃ­ngua Estrangeira - Elementar,01938T01,CI-CT-01,19,Ter,11:00:00,13:00:00,27/09/2022,AA3.30,24
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,09:30:00,11:00:00,07/11/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,09:30:00,11:00:00,31/10/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,09:30:00,11:00:00,24/10/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,09:30:00,11:00:00,17/10/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,11:00:00,12:30:00,07/11/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,11:00:00,12:30:00,31/10/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,11:00:00,12:30:00,24/10/2022,AA3.24,30
"METI, MEI",SeguranÃ§a em Redes e Sistemas de InformaÃ§Ã£o,00010TP05,METI-A1,27,Seg,11:00:00,12:30:00,17/10/2022,AA3.24,30
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,09/12/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,02/12/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,25/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,18/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,11/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,04/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,28/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,21/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,14/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,07/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,30/09/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,23/09/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Sex,09:30:00,11:00:00,16/09/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,24/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,17/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,10/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,03/11/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,27/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,20/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,13/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,06/10/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,29/09/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,22/09/2022,"1,00E+02",50
"LFC, LG",Contabilidade de GestÃ£o II,L0644TP09,GB1,41,Qui,09:30:00,11:00:00,15/09/2022,"1,00E+02",50
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,07/12/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,30/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,23/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,16/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,09/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,02/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,26/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,19/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,12/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,28/09/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,21/09/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,09:30:00,11:00:00,14/09/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,07/12/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,30/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,23/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,16/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,09/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,02/11/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,26/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,19/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,12/10/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,28/09/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,21/09/2022,C6.01,60
"LIGE, LIGE-PL",Sistemas de Data Warehouse e Business Intelligence,03744TP04,IGE-D2,34,Qua,11:00:00,12:30:00,14/09/2022,C6.01,60
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,28/11/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,21/11/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,14/11/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,07/11/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,31/10/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,24/10/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,17/10/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,10/10/2022,AuditÃ³rio 0NE01,72
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,03/10/2022,AA3.26,30
MEInt,"Antropologia, Cidadania e Direitos Humanos",02073TP04,MEIA3,34,Seg,13:00:00,15:00:00,26/09/2022,AuditÃ³rio C1.04,60
MPSO,Desenvolvimento de CompetÃªncias Profissionais,M8219PL02,MPSO-A2,39,Seg,16:00:00,18:00:00,24/10/2022,C2.01,54
MPSO,Desenvolvimento de CompetÃªncias Profissionais,M8219PL02,MPSO-A2,39,Seg,14:00:00,16:00:00,31/10/2022,C2.01,54
MPSO,Desenvolvimento de CompetÃªncias Profissionais,M8219PL02,MPSO-A2,39,Seg,14:00:00,16:00:00,24/10/2022,C2.01,54
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,15/12/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,24/11/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,17/11/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,10/11/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,03/11/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,27/10/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,20/10/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,13/10/2022,"1,00E+08",50
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,06/10/2022,AuditÃ³rio C1.04,60
"ACP, MCP","EleiÃ§Ãµes, Partidos e RepresentaÃ§Ã£o PolÃ­tica",00529TP01,MCPA1,44,Qui,18:00:00,20:00:00,29/09/2022,"1,00E+08",50
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Sex,14:30:00,16:00:00,16/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Sex,14:30:00,16:00:00,09/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Sex,13:00:00,14:30:00,16/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Sex,13:00:00,14:30:00,09/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Qua,14:30:00,16:00:00,14/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Qua,14:30:00,16:00:00,07/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Qua,13:00:00,14:30:00,14/12/2022,D1.05,30
"LCD, LCD-PL",AnÃ¡lise de Redes (1ciclo),03604PL06,CDC2,27,Qua,13:00:00,14:30:00,07/12/2022,D1.05,30
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,09/12/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,02/12/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,25/11/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,18/11/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,11/11/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,28/10/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,21/10/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,14/10/2022,AuditÃ³rio 2,122
"LIGE, LIGE-PL",Investimentos e Mercados Financeiros,IMFTP01,"IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1",50,Sex,08:00:00,09:30:00,07/10/2022,AuditÃ³rio 2,122
